1	203984.96960500000	2679168.89900000000
2	203995.18364500000	2679354.13206000000
3	204044.85831900000	2679478.32327000000
4	204050.74509700000	2679522.28924000000
5	204058.98914900000	2679113.73559000000
6	204076.05867300000	2679154.38084000000
7	204086.90145700000	2679180.57795000000
8	204125.39133200000	2679311.53892000000
9	204129.81782900000	2679822.86482000000
10	204139.25163100000	2679857.75130000000
11	204167.93407000000	2679440.66598000000
12	204191.84786900000	2679137.59911000000
13	204197.72134200000	2679146.87111000000
14	204198.57225700000	2679158.10400000000
15	204200.45939900000	2679289.82987000000
16	204223.53143600000	2679255.94074000000
17	204250.01428000000	2679348.72217000000
18	204250.02041000000	2679414.98087000000
19	204257.49732700000	2679822.86485000000
20	204279.50707900000	2680752.14473000000
21	204286.63841300000	2679814.11406000000
22	204289.08774100000	2679822.86486000000
23	204289.27221400000	2679104.32233000000
24	204304.31989200000	2680476.13437000000
25	204307.35390500000	2680475.91422000000
26	204336.66343900000	2679227.33530000000
27	204354.48194800000	2680504.38101000000
28	204396.87361400000	2679777.53500000000
29	204403.35490900000	2680180.77447000000
30	204409.89276800000	2680924.77014000000
31	204414.31791100000	2679821.94946000000
32	204453.30902200000	2680558.75269000000
33	204524.96629500000	2678949.12844000000
34	204541.48899800000	2680137.13792000000
35	204545.59804200000	2680741.04314000000
36	204547.68687300000	2681094.77128000000
37	204569.60250600000	2679987.29928000000
38	204598.45077100000	2679820.82007000000
39	204603.88101700000	2679151.34080000000
40	204605.47257500000	2680061.14459000000
41	204626.05735700000	2680117.28973000000
42	204631.35799100000	2679892.35628000000
43	204664.67905000000	2681048.45141000000
44	204682.21740700000	2679949.50990000000
45	204684.82265900000	2680688.63340000000
46	204691.99754800000	2680877.68190000000
47	204701.23043200000	2679943.63951000000
48	204715.45335300000	2679873.64745000000
49	204719.91413300000	2680014.40752000000
50	204742.54651000000	2679836.76835000000
51	204742.65838800000	2680398.92467000000
52	204745.32486600000	2680078.97566000000
53	204771.21247600000	2679820.82010000000
54	204772.52754100000	2680143.98204000000
55	204775.63924500000	2680737.92117000000
56	204787.41177900000	2680765.05171000000
57	204796.36743800000	2680538.90455000000
58	204798.34069300000	2680212.97568000000
59	204810.69993200000	2680370.12921000000
60	204814.35449500000	2680242.98658000000
61	204817.14569900000	2680834.15491000000
62	204826.16389100000	2680278.09162000000
63	204832.28485100000	2678709.46761000000
64	204840.68353700000	2679803.11168000000
65	204846.97894300000	2680902.17272000000
66	204847.37413500000	2679820.83343000000
67	204866.45982400000	2679988.37963000000
68	204873.95136300000	2680337.34240000000
69	204885.10428000000	2679710.39887000000
70	204885.25373000000	2679935.32291000000
71	204885.98097900000	2680065.34694000000
72	204891.36480600000	2680921.97077000000
73	204892.16447500000	2679982.28910000000
74	204899.50633900000	2678649.41518000000
75	204902.24855600000	2678514.52401000000
76	204903.93206900000	2680356.38989000000
77	204905.54269900000	2679561.43661000000
78	204908.21723800000	2680948.33437000000
79	204911.90558400000	2679778.39626000000
80	204913.00037900000	2680059.14693000000
81	204915.59501700000	2680482.41540000000
82	204924.48105900000	2680200.57262000000
83	204925.07174500000	2679819.93031000000
84	204937.86823100000	2679969.21205000000
85	204942.28876900000	2679644.50471000000
86	204946.89256900000	2680384.51776000000
87	204955.34531600000	2679915.61673000000
88	204956.32530600000	2680571.57263000000
89	204957.13423700000	2679686.58659000000
90	204961.81780300000	2680837.77050000000
91	204962.14052500000	2680046.84728000000
92	204975.56454900000	2680846.55803000000
93	204975.96800600000	2679960.36091000000
94	204981.99717100000	2679753.69723000000
95	204991.68298000000	2680039.43185000000
96	204997.28184900000	2680858.62936000000
97	205004.81626700000	2679819.91960000000
98	205009.27350900000	2680885.64222000000
99	205014.76101100000	2679949.38677000000
100	205015.37941400000	2680903.69243000000
101	205027.04237800000	2680934.15293000000
102	205030.91419100000	2680029.78302000000
103	205031.39742400000	2679896.77848000000
104	205031.49989900000	2680032.55383000000
105	205041.74579500000	2679187.87771000000
106	205042.04716400000	2681255.75526000000
107	205046.02274300000	2679940.52537000000
108	205048.64407000000	2680446.86386000000
109	205050.55774300000	2680995.43231000000
110	205052.47874700000	2680789.95606000000
111	205055.28953100000	2680800.10751000000
112	205060.92532400000	2682288.02732000000
113	205061.38136600000	2679326.86264000000
114	205068.81287600000	2682485.04932000000
115	205070.90271800000	2682805.01514000000
116	205074.05797300000	2680019.92545000000
117	205075.08277000000	2680901.91896000000
118	205093.02674600000	2680912.37248000000
119	205096.86465600000	2683116.85236000000
120	205100.47565300000	2681124.96511000000
121	205111.97318600000	2680923.06970000000
122	205122.72175900000	2680906.79298000000
123	205124.25771900000	2680858.94989000000
124	205126.37952400000	2680178.51499000000
125	205127.51186600000	2680932.15932000000
126	205132.32118100000	2682463.34072000000
127	205135.84835100000	2681902.15348000000
128	205139.45294800000	2678942.22221000000
129	205139.69357100000	2678985.49370000000
130	205144.26360600000	2682776.31198000000
131	205145.31798600000	2681868.26203000000
132	205146.79667600000	2679173.24833000000
133	205150.81167900000	2681312.23183000000
134	205162.15401200000	2681891.58538000000
135	205163.05181100000	2680311.95937000000
136	205166.77059300000	2683087.50195000000
137	205169.51708800000	2680510.30789000000
138	205174.57481200000	2681400.27241000000
139	205178.94566800000	2680961.38699000000
140	205181.32947200000	2680908.22140000000
141	205190.22201200000	2681438.59550000000
142	205192.61668300000	2680749.41172000000
143	205193.59502700000	2681091.39929000000
144	205193.93351700000	2680681.41523000000
145	205201.26341600000	2681483.44825000000
146	205213.96298700000	2683068.56405000000
147	205217.52492500000	2681840.62687000000
148	205226.65535600000	2680757.49582000000
149	205228.74245400000	2681865.10216000000
150	205230.46541500000	2678932.58348000000
151	205238.11409600000	2679198.94784000000
152	205244.06222500000	2682739.19612000000
153	205250.03286100000	2681272.58277000000
154	205257.16670500000	2681823.68986000000
155	205264.48931500000	2679828.10523000000
156	205266.47454000000	2681849.80550000000
157	205267.35695700000	2680849.86236000000
158	205271.70228000000	2679192.62486000000
159	205273.45698800000	2681707.59020000000
160	205274.71039600000	2681361.61965000000
161	205279.14856500000	2679229.67911000000
162	205283.90938400000	2680765.46934000000
163	205288.60354300000	2681403.59103000000
164	205293.42507000000	2680902.90814000000
165	205294.41135300000	2681945.14884000000
166	205301.39899800000	2681446.78910000000
167	205302.45551100000	2680505.77284000000
168	205302.49962700000	2678937.79659000000
169	205303.11430600000	2682404.85620000000
170	205304.75971300000	2682881.39929000000
171	205305.78043400000	2681953.23184000000
172	205310.71749300000	2679186.75345000000
173	205311.70595000000	2680828.60207000000
174	205318.25242500000	2681496.73495000000
175	205324.88079700000	2682003.61594000000
176	205327.05236700000	2681554.76379000000
177	205327.42427000000	2678014.57116000000
178	205328.75738000000	2681042.77948000000
179	205337.11565100000	2680884.07974000000
180	205342.79594000000	2681037.79596000000
181	205353.26481600000	2681686.77859000000
182	205369.20638300000	2679819.02473000000
